编号,色名,HEX,H,S,L,色相分类,冷暖属性,同类色,邻近色,互补色,分裂互补,三角色,四角色,冷暖对照,明色搭配,暗色搭配,灰调搭配,中性色搭配,主色,辅色,点缀色,主辅点缀方案,算法说明
001,乳白,#F9F4DC,50,71,92,黄色系,暖,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3 | 099-落英淡粉 #F9E8D0,184-初桃粉红 #F6DCCE | 185-介壳淡粉红 #F7CFBA | 171-藕荷 #EDC3AE | 497-嫩菊绿 #F0F5E5,691-云峰灰 #C1C8D6 | 353-淡蓝紫 #A7A8BD | 576-绀青 #4F84FF,588-雾绡 #CDE8F9 | 597-霜华 #D0E7F9 | 602-霜色 #E8F4F8 | 368-远天蓝 #D0DFE6,600-天水碧 #AED9D4 | 680-凝脂莲青 #C6E3E1 | 313-淡牵牛紫 #D1C2D3 | 546-月华 #E0FFFF,705-松花绿 #A0D6B4 | 424-月白 #EEF7F2 | 540-梅子青 #7BC092 | 610-藕丝 #D8B0C8,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9 | 602-霜色 #E8F4F8,053-蚌肉白 #F9F1DB | 682-奶油白 #FFF8E7 | 098-粉白 #FBF2E3,038-芒果黄 #DDC871 | 039-蒿黄 #DFC243 | 003-茉莉黄 #F8DF72,350-银白 #F1F0ED | 519-珍珠灰 #E4DFD7 | 707-白色 #F8F8F8,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4,001-乳白 #F9F4DC,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3,576-绀青 #4F84FF | 597-霜华 #D0E7F9,主色：001-乳白 #F9F4DC；辅色：053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3；点缀色：576-绀青 #4F84FF | 597-霜华 #D0E7F9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
343,牵牛紫,#681752,316,64,25,红色系,冷,342-葛巾紫 #7E2065 | 321-魏紫 #7E1671 | 340-青莲 #8B2671,279-甘蔗紫 #621624 | 280-石竹紫 #63071C | 606-勃艮第红 #6D0B1E | 626-绛紫 #8E354A,492-白屈菜绿 #485B4D | 582-荷绿 #4A7856 | 485-宫殿绿 #20894D,463-海王绿 #248067 | 568-松墨 #2E4B26 | 440-竹绿 #1BA784 | 472-深海绿 #1A3B32,454-苍蓝 #134857 | 623-黛青山 #2E5A6F | 386-鸢尾蓝 #158BB8 | 385-钴蓝 #1A94BC,076-棕榈绿 #5B4913 | 075-暗海水绿 #584717 | 048-碧螺春绿 #867018 | 047-苔绿 #887322,052-橄榄绿 #5E5314 | 076-棕榈绿 #5B4913 | 075-暗海水绿 #584717,339-芥花紫 #983680 | 316-玫瑰紫 #BA2F7B | 341-芓紫 #894276,349-深牵牛紫 #1C0D1A | 348-乌梅紫 #1E131D | 294-墨紫 #310F1B,645-缁带 #2E2A2D | 345-龙睛鱼紫 #4E2A40 | 361-剑锋紫 #3E3841,361-剑锋紫 #3E3841 | 693-松烟墨 #3B3A3E | 395-沙鱼灰 #35333C,343-牵牛紫 #681752,279-甘蔗紫 #621624 | 342-葛巾紫 #7E2065,485-宫殿绿 #20894D | 440-竹绿 #1BA784,主色：343-牵牛紫 #681752；辅色：279-甘蔗紫 #621624 | 342-葛巾紫 #7E2065；点缀色：485-宫殿绿 #20894D | 440-竹绿 #1BA784,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
344,紫灰,#5D3F51,324,19,31,红色系,冷,345-龙睛鱼紫 #4E2A40 | 333-斑鸠灰 #482936 | 658-帝王紫 #7B3F61,253-烟红 #894E54 | 245-葡萄紫 #4C1F24 | 534-烟紫 #704A70 | 256-猪肝紫 #541E24,593-墨玉 #2E4B3A | 708-马尔斯绿 #3A5F4B | 605-黛绿 #3B7A57,681-焦绿 #3B5F3A | 559-柳苍 #3E6A3D | 713-鸦青色 #2F4F4F | 514-油绿 #253D24,704-黛色 #3B4F5C | 418-战舰灰 #495C69 | 556-黛青 #2A475F | 727-青蓝 #2A5C82,593-墨玉 #2E4B3A | 708-马尔斯绿 #3A5F4B | 605-黛绿 #3B7A57 | 487-蛋白石绿 #579572,050-蟹壳灰 #695E45 | 150-珠母灰 #64483D | 665-緅色 #5C4033,337-豆蔻紫 #AD6598 | 338-扁豆紫 #A35C8F | 336-青蛤壳紫 #BC84A8,656-墨色 #1D1B1C | 347-古鼎灰 #36292F | 346-荸荠紫 #411C35,645-缁带 #2E2A2D | 361-剑锋紫 #3E3841 | 685-芝麻黑 #2E292B,419-瓦罐灰 #47484C | 455-黄昏灰 #474B4C | 554-鸦青 #424B50,344-紫灰 #5D3F51,534-烟紫 #704A70 | 554-鸦青 #424B50,605-黛绿 #3B7A57 | 708-马尔斯绿 #3A5F4B,主色：344-紫灰 #5D3F51；辅色：534-烟紫 #704A70 | 554-鸦青 #424B50；点缀色：605-黛绿 #3B7A57 | 708-马尔斯绿 #3A5F4B,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
345,龙睛鱼紫,#4E2A40,323,30,24,红色系,冷,333-斑鸠灰 #482936 | 346-荸荠紫 #411C35 | 302-海象紫 #4B1E2F,245-葡萄紫 #4C1F24 | 256-猪肝紫 #541E24 | 253-烟红 #894E54 | 254-暗紫苑红 #82202B,593-墨玉 #2E4B3A | 496-云杉绿 #15231B | 708-马尔斯绿 #3A5F4B,514-油绿 #253D24 | 568-松墨 #2E4B26 | 713-鸦青色 #2F4F4F | 681-焦绿 #3B5F3A,704-黛色 #3B4F5C | 418-战舰灰 #495C69 | 556-黛青 #2A475F | 736-墨黑 #0F1A20,593-墨玉 #2E4B3A | 364-晶石紫 #1F2040 | 496-云杉绿 #15231B | 051-潭水绿 #645822,094-橄榄灰 #503E2A | 074-淡松烟 #4D4030 | 093-松鼠灰 #4F4032,338-扁豆紫 #A35C8F | 658-帝王紫 #7B3F61 | 337-豆蔻紫 #AD6598,349-深牵牛紫 #1C0D1A | 656-墨色 #1D1B1C | 348-乌梅紫 #1E131D,645-缁带 #2E2A2D | 361-剑锋紫 #3E3841 | 347-古鼎灰 #36292F,361-剑锋紫 #3E3841 | 693-松烟墨 #3B3A3E | 395-沙鱼灰 #35333C,345-龙睛鱼紫 #4E2A40,333-斑鸠灰 #482936 | 302-海象紫 #4B1E2F,708-马尔斯绿 #3A5F4B | 593-墨玉 #2E4B3A,主色：345-龙睛鱼紫 #4E2A40；辅色：333-斑鸠灰 #482936 | 302-海象紫 #4B1E2F；点缀色：708-马尔斯绿 #3A5F4B | 593-墨玉 #2E4B3A,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
346,荸荠紫,#411C35,319,40,18,红色系,冷,345-龙睛鱼紫 #4E2A40 | 333-斑鸠灰 #482936 | 304-古铜紫 #440E25,283-李紫 #2B1216 | 282-卵石紫 #30161C | 245-葡萄紫 #4C1F24 | 279-甘蔗紫 #621624,593-墨玉 #2E4B3A | 492-白屈菜绿 #485B4D | 496-云杉绿 #15231B,568-松墨 #2E4B26 | 472-深海绿 #1A3B32 | 471-苍绿 #223E36 | 470-绿灰 #314A43,623-黛青山 #2E5A6F | 736-墨黑 #0F1A20 | 456-灰蓝 #21373D | 591-缥青 #2B5F7C,051-潭水绿 #645822 | 396-钢蓝 #0F1423 | 052-橄榄绿 #5E5314 | 364-晶石紫 #1F2040,648-缁絇繶纯 #2E2014 | 095-蟹壳绿 #513C20 | 182-豆沙 #481E1C,341-芓紫 #894276 | 339-芥花紫 #983680 | 658-帝王紫 #7B3F61,529-黑 #000000 | 555-玄黑 #0E100F | 345-龙睛鱼紫 #4E2A40,645-缁带 #2E2A2D | 685-芝麻黑 #2E292B | 347-古鼎灰 #36292F,548-墨韵黑 #2E2E2E | 645-缁带 #2E2A2D | 685-芝麻黑 #2E292B,346-荸荠紫 #411C35,245-葡萄紫 #4C1F24 | 282-卵石紫 #30161C,472-深海绿 #1A3B32 | 593-墨玉 #2E4B3A,主色：346-荸荠紫 #411C35；辅色：245-葡萄紫 #4C1F24 | 282-卵石紫 #30161C；点缀色：472-深海绿 #1A3B32 | 593-墨玉 #2E4B3A,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
347,古鼎灰,#36292F,332,14,19,红色系,暖,281-苍蝇灰 #36282B | 291-磨石紫 #382129 | 332-暮云灰 #4F383E,179-海报灰 #483332 | 638-緇 #3B3131 | 182-豆沙 #481E1C | 348-乌梅紫 #1E131D,732-墨绿 #1A3B2E | 650-青絇繶纯 #3B7A5D | 708-马尔斯绿 #3A5F4B,713-鸦青色 #2F4F4F | 514-油绿 #253D24 | 681-焦绿 #3B5F3A | 617-青组缨 #3B7C7F,421-鸽蓝 #1C2938 | 420-青灰 #2B333E | 422-钢青 #142334 | 423-暗蓝 #101F30,360-野葡萄紫 #302F4B | 364-晶石紫 #1F2040 | 363-暗龙胆紫 #22202E | 732-墨绿 #1A3B2E,471-苍绿 #223E36 | 732-墨绿 #1A3B2E | 472-深海绿 #1A3B32,658-帝王紫 #7B3F61 | 344-紫灰 #5D3F51 | 301-洋葱紫 #A8456B,529-黑 #000000 | 349-深牵牛紫 #1C0D1A | 555-玄黑 #0E100F,685-芝麻黑 #2E292B | 548-墨韵黑 #2E2E2E | 645-缁带 #2E2A2D,405-牛角灰 #2D2E36 | 404-水牛灰 #2F2F35 | 548-墨韵黑 #2E2E2E,347-古鼎灰 #36292F,281-苍蝇灰 #36282B | 405-牛角灰 #2D2E36,650-青絇繶纯 #3B7A5D | 732-墨绿 #1A3B2E,主色：347-古鼎灰 #36292F；辅色：281-苍蝇灰 #36282B | 405-牛角灰 #2D2E36；点缀色：650-青絇繶纯 #3B7A5D | 732-墨绿 #1A3B2E,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
348,乌梅紫,#1E131D,305,22,10,紫色系,冷,349-深牵牛紫 #1C0D1A | 346-荸荠紫 #411C35 | 534-烟紫 #704A70,333-斑鸠灰 #482936 | 291-磨石紫 #382129 | 347-古鼎灰 #36292F | 303-绀紫 #461629,514-油绿 #253D24 | 681-焦绿 #3B5F3A | 729-汉绣绿 #2E7D32,732-墨绿 #1A3B2E | 475-莽丛绿 #141E1B | 728-苍筤 #2E5D4A | 496-云杉绿 #15231B,713-鸦青色 #2F4F4F | 456-灰蓝 #21373D | 457-深灰蓝 #132C33 | 617-青组缨 #3B7C7F,420-青灰 #2B333E | 628-玄青 #2B3A4F | 421-鸽蓝 #1C2938 | 074-淡松烟 #4D4030,648-缁絇繶纯 #2E2014 | 283-李紫 #2B1216 | 282-卵石紫 #30161C,534-烟紫 #704A70 | 320-桔梗紫 #813C85 | 321-魏紫 #7E1671,349-深牵牛紫 #1C0D1A | 363-暗龙胆紫 #22202E | 406-燕颔蓝 #131824,656-墨色 #1D1B1C | 645-缁带 #2E2A2D | 619-玄色 #1A1A1A,619-玄色 #1A1A1A | 656-墨色 #1D1B1C | 555-玄黑 #0E100F,348-乌梅紫 #1E131D,406-燕颔蓝 #131824 | 363-暗龙胆紫 #22202E,729-汉绣绿 #2E7D32 | 681-焦绿 #3B5F3A,主色：348-乌梅紫 #1E131D；辅色：406-燕颔蓝 #131824 | 363-暗龙胆紫 #22202E；点缀色：729-汉绣绿 #2E7D32 | 681-焦绿 #3B5F3A,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
349,深牵牛紫,#1C0D1A,308,37,8,紫色系,冷,348-乌梅紫 #1E131D | 346-荸荠紫 #411C35 | 345-龙睛鱼紫 #4E2A40,292-檀紫 #381924 | 294-墨紫 #310F1B | 291-磨石紫 #382129 | 293-火鹅紫 #33141E,514-油绿 #253D24 | 729-汉绣绿 #2E7D32 | 492-白屈菜绿 #485B4D,732-墨绿 #1A3B2E | 475-莽丛绿 #141E1B | 728-苍筤 #2E5D4A | 472-深海绿 #1A3B32,457-深灰蓝 #132C33 | 456-灰蓝 #21373D | 450-蜻蜓蓝 #3B818C | 454-苍蓝 #134857,533-黛蓝 #2A3C5C | 406-燕颔蓝 #131824 | 396-钢蓝 #0F1423 | 628-玄青 #2B3A4F,648-缁絇繶纯 #2E2014 | 283-李紫 #2B1216 | 282-卵石紫 #30161C,321-魏紫 #7E1671 | 342-葛巾紫 #7E2065 | 341-芓紫 #894276,348-乌梅紫 #1E131D | 365-暗蓝紫 #131124 | 396-钢蓝 #0F1423,656-墨色 #1D1B1C | 348-乌梅紫 #1E131D | 645-缁带 #2E2A2D,619-玄色 #1A1A1A | 555-玄黑 #0E100F | 656-墨色 #1D1B1C,349-深牵牛紫 #1C0D1A,365-暗蓝紫 #131124 | 396-钢蓝 #0F1423,729-汉绣绿 #2E7D32 | 732-墨绿 #1A3B2E,主色：349-深牵牛紫 #1C0D1A；辅色：365-暗蓝紫 #131124 | 396-钢蓝 #0F1423；点缀色：729-汉绣绿 #2E7D32 | 732-墨绿 #1A3B2E,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
350,银白,#F1F0ED,45,12,94,黄色系,暖,643-素衣 #F2F0E6 | 733-荼蘼白 #F8F4F0 | 717-梨花白 #F8F5F0,715-浅杏粉 #F5E6E0 | 258-草珠红 #F8EBE6 | 497-嫩菊绿 #F0F5E5 | 714-杏粉 #F0D9D0,691-云峰灰 #C1C8D6 | 584-月魄 #E0E7EF | 353-淡蓝紫 #A7A8BD,407-云峰白 #D8E3E7 | 674-天际灰 #C8D3D7 | 602-霜色 #E8F4F8 | 408-井天蓝 #C3D7DF,679-白雪藤 #E8F4F0 | 313-淡牵牛紫 #D1C2D3 | 572-霜青 #7CB9A8 | 630-竹月 #BCE5D6,691-云峰灰 #C1C8D6 | 477-明绿 #9ECCAB | 486-松霜绿 #83A78D | 314-凤信紫 #C8ADC4,584-月魄 #E0E7EF | 407-云峰白 #D8E3E7 | 602-霜色 #E8F4F8,733-荼蘼白 #F8F4F0 | 717-梨花白 #F8F5F0 | 550-霜白 #F2F3F4,521-铅灰 #BBB5AC | 044-月灰 #B7AE8F | 067-银鼠灰 #B5AA90,707-白色 #F8F8F8 | 356-玛瑙灰 #CFCCC9 | 521-铅灰 #BBB5AC,550-霜白 #F2F3F4 | 707-白色 #F8F8F8 | 351-芡食白 #E2E1E4,350-银白 #F1F0ED,550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4,584-月魄 #E0E7EF | 602-霜色 #E8F4F8,主色：350-银白 #F1F0ED；辅色：550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4；点缀色：584-月魄 #E0E7EF | 602-霜色 #E8F4F8,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
351,芡食白,#E2E1E4,260,5,89,中性色,中性,390-银鱼白 #CDD1D3 | 550-霜白 #F2F3F4 | 350-银白 #F1F0ED,390-银鱼白 #CDD1D3 | 550-霜白 #F2F3F4 | 350-银白 #F1F0ED,497-嫩菊绿 #F0F5E5 | 701-霜地 #E2F0CB | 633-茶粉绿 #B8C7A0,643-素衣 #F2F0E6 | 637-纯衣 #F5F3E9 | 350-银白 #F1F0ED | 647-白屦 #F5F3E6,714-杏粉 #F0D9D0 | 184-初桃粉红 #F6DCCE | 715-浅杏粉 #F5E6E0 | 171-藕荷 #EDC3AE,325-蓟粉红 #E6D2D5 | 497-嫩菊绿 #F0F5E5 | 305-石蕊红 #F0C9CF | 322-芝兰紫 #E9CCD3,310-丁香淡紫 #E9D7DF | 407-云峰白 #D8E3E7 | 584-月魄 #E0E7EF,309-马鞭草紫 #EDE3E7 | 584-月魄 #E0E7EF | 407-云峰白 #D8E3E7,318-槿紫 #806D9E | 317-藤萝紫 #8076A3 | 590-霜紫 #B8A5D2,352-远山紫 #CCCCD6 | 550-霜白 #F2F3F4 | 390-银鱼白 #CDD1D3,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 390-银鱼白 #CDD1D3,351-芡食白 #E2E1E4,390-银鱼白 #CDD1D3 | 550-霜白 #F2F3F4,701-霜地 #E2F0CB | 497-嫩菊绿 #F0F5E5,主色：351-芡食白 #E2E1E4；辅色：390-银鱼白 #CDD1D3 | 550-霜白 #F2F3F4；点缀色：701-霜地 #E2F0CB | 497-嫩菊绿 #F0F5E5,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
352,远山紫,#CCCCD6,240,11,82,中性色,中性,400-大理石灰 #C4CBCF | 390-银鱼白 #CDD1D3 | 411-鸥蓝 #C7D2D4,400-大理石灰 #C4CBCF | 390-银鱼白 #CDD1D3 | 411-鸥蓝 #C7D2D4,503-海沬绿 #E2E7BF | 647-白屦 #F5F3E6 | 643-素衣 #F2F0E6,731-藕丝秋 #D9C6B3 | 141-淡银灰 #C1B2A3 | 483-艾绿 #CAD3C3 | 644-素积 #D2C8BC,531-山岚 #B2C9B2 | 670-灰粉 #D8B0B0 | 328-芦穗灰 #BDAEAD | 476-淡翠绿 #C6DFC8,310-丁香淡紫 #E9D7DF | 458-玉簪绿 #A4CAB6 | 432-竹篁绿 #B9DEC9 | 309-马鞭草紫 #EDE3E7,408-井天蓝 #C3D7DF | 335-淡青紫 #E0C8D1 | 651-浅灰蓝 #C2D1E0,550-霜白 #F2F3F4 | 609-东方既白 #E6F2FF | 700-玉色 #F0F8FF,690-高级灰 #9C9CA4 | 355-螺甸紫 #74759B | 353-淡蓝紫 #A7A8BD,390-银鱼白 #CDD1D3 | 351-芡食白 #E2E1E4 | 400-大理石灰 #C4CBCF,390-银鱼白 #CDD1D3 | 411-鸥蓝 #C7D2D4 | 356-玛瑙灰 #CFCCC9,352-远山紫 #CCCCD6,411-鸥蓝 #C7D2D4 | 390-银鱼白 #CDD1D3,503-海沬绿 #E2E7BF | 647-白屦 #F5F3E6,主色：352-远山紫 #CCCCD6；辅色：411-鸥蓝 #C7D2D4 | 390-银鱼白 #CDD1D3；点缀色：503-海沬绿 #E2E7BF | 647-白屦 #F5F3E6,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
353,淡蓝紫,#A7A8BD,237,14,70,蓝色系,冷,355-螺甸紫 #74759B | 317-藤萝紫 #8076A3 | 354-山梗紫 #61649F,369-星蓝 #93B5CF | 590-霜紫 #B8A5D2 | 397-云水蓝 #BACCD9 | 398-晴山蓝 #8FB2C9,044-月灰 #B7AE8F | 551-秋香 #C3B787 | 511-蝶黄 #E2D849,173-晓灰 #D4C4B7 | 141-淡银灰 #C1B2A3 | 145-海鸥灰 #9A8878 | 144-银灰 #918072,531-山岚 #B2C9B2 | 670-灰粉 #D8B0B0 | 274-鼠鼻红 #E3B4B8 | 215-香叶红 #F07C82,458-玉簪绿 #A4CAB6 | 432-竹篁绿 #B9DEC9 | 610-藕丝 #D8B0C8 | 478-田园绿 #68B88E,141-淡银灰 #C1B2A3 | 044-月灰 #B7AE8F | 551-秋香 #C3B787,352-远山紫 #CCCCD6 | 351-芡食白 #E2E1E4 | 550-霜白 #F2F3F4,354-山梗紫 #61649F | 355-螺甸紫 #74759B | 357-野菊紫 #525288,690-高级灰 #9C9CA4 | 414-星灰 #B2BBBE | 352-远山紫 #CCCCD6,521-铅灰 #BBB5AC | 328-芦穗灰 #BDAEAD | 414-星灰 #B2BBBE,353-淡蓝紫 #A7A8BD,328-芦穗灰 #BDAEAD | 521-铅灰 #BBB5AC,511-蝶黄 #E2D849 | 551-秋香 #C3B787,主色：353-淡蓝紫 #A7A8BD；辅色：328-芦穗灰 #BDAEAD | 521-铅灰 #BBB5AC；点缀色：511-蝶黄 #E2D849 | 551-秋香 #C3B787,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
354,山梗紫,#61649F,237,24,50,蓝色系,冷,357-野菊紫 #525288 | 317-藤萝紫 #8076A3 | 355-螺甸紫 #74759B,402-蝶翅蓝 #4E7CA1 | 539-青霜 #4682B4 | 318-槿紫 #806D9E | 544-烟青 #708090,045-淡灰绿 #AD9E5F | 511-蝶黄 #E2D849 | 659-暗金 #9C8B4D,144-银灰 #918072 | 631-银褐 #A88A6F | 145-海鸥灰 #9A8878 | 142-淡赭 #BE7E4A,243-满江红 #A7535A | 253-烟红 #894E54 | 241-玉红 #C04851 | 681-焦绿 #3B5F3A,487-蛋白石绿 #579572 | 480-淡绿 #61AC85 | 658-帝王紫 #7B3F61 | 326-电气石红 #C35691,110-猴毛灰 #97846C | 045-淡灰绿 #AD9E5F | 659-暗金 #9C8B4D,353-淡蓝紫 #A7A8BD | 352-远山紫 #CCCCD6 | 690-高级灰 #9C9CA4,360-野葡萄紫 #302F4B | 364-晶石紫 #1F2040 | 404-水牛灰 #2F2F35,417-嫩灰 #74787A | 392-鱼尾灰 #5E616D | 690-高级灰 #9C9CA4,692-檀香紫 #8A6E8B | 544-烟青 #708090 | 524-夜灰 #847C74,354-山梗紫 #61649F,318-槿紫 #806D9E | 357-野菊紫 #525288,511-蝶黄 #E2D849 | 045-淡灰绿 #AD9E5F,主色：354-山梗紫 #61649F；辅色：318-槿紫 #806D9E | 357-野菊紫 #525288；点缀色：511-蝶黄 #E2D849 | 045-淡灰绿 #AD9E5F,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
355,螺甸紫,#74759B,238,16,53,蓝色系,冷,317-藤萝紫 #8076A3 | 354-山梗紫 #61649F | 357-野菊紫 #525288,544-烟青 #708090 | 402-蝶翅蓝 #4E7CA1 | 318-槿紫 #806D9E | 539-青霜 #4682B4,045-淡灰绿 #AD9E5F | 511-蝶黄 #E2D849 | 044-月灰 #B7AE8F,145-海鸥灰 #9A8878 | 144-银灰 #918072 | 631-银褐 #A88A6F | 110-猴毛灰 #97846C,243-满江红 #A7535A | 624-银红 #C74A4D | 681-焦绿 #3B5F3A | 241-玉红 #C04851,480-淡绿 #61AC85 | 326-电气石红 #C35691 | 478-田园绿 #68B88E | 436-蔻梢绿 #5DBE8A,045-淡灰绿 #AD9E5F | 631-银褐 #A88A6F | 110-猴毛灰 #97846C,353-淡蓝紫 #A7A8BD | 352-远山紫 #CCCCD6 | 691-云峰灰 #C1C8D6,360-野葡萄紫 #302F4B | 404-水牛灰 #2F2F35 | 358-满天星紫 #2E317C,690-高级灰 #9C9CA4 | 417-嫩灰 #74787A | 392-鱼尾灰 #5E616D,706-灰色 #8A8A8A | 544-烟青 #708090 | 692-檀香紫 #8A6E8B,355-螺甸紫 #74759B,317-藤萝紫 #8076A3 | 318-槿紫 #806D9E,511-蝶黄 #E2D849 | 045-淡灰绿 #AD9E5F,主色：355-螺甸紫 #74759B；辅色：317-藤萝紫 #8076A3 | 318-槿紫 #806D9E；点缀色：511-蝶黄 #E2D849 | 045-淡灰绿 #AD9E5F,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
356,玛瑙灰,#CFCCC9,30,6,80,中性色,中性,390-银鱼白 #CDD1D3 | 400-大理石灰 #C4CBCF | 413-月影白 #C0C4C3,390-银鱼白 #CDD1D3 | 400-大理石灰 #C4CBCF | 413-月影白 #C0C4C3,651-浅灰蓝 #C2D1E0 | 550-霜白 #F2F3F4 | 584-月魄 #E0E7EF,352-远山紫 #CCCCD6 | 442-穹灰 #C4D7D6 | 575-露碧 #A0D8D8 | 353-淡蓝紫 #A7A8BD,458-玉簪绿 #A4CAB6 | 432-竹篁绿 #B9DEC9 | 460-草原远绿 #9ABEAF | 590-霜紫 #B8A5D2,723-浅苋菜紫 #D8BFD8 | 531-山岚 #B2C9B2 | 651-浅灰蓝 #C2D1E0 | 550-霜白 #F2F3F4,397-云水蓝 #BACCD9 | 699-杏子灰 #D9CBB8 | 646-素鞸 #D6C9B8,733-荼蘼白 #F8F4F0 | 717-梨花白 #F8F5F0 | 350-银白 #F1F0ED,523-瓦灰 #867E76 | 524-夜灰 #847C74 | 145-海鸥灰 #9A8878,521-铅灰 #BBB5AC | 328-芦穗灰 #BDAEAD | 655-暖灰 #B7A8A5,400-大理石灰 #C4CBCF | 411-鸥蓝 #C7D2D4 | 390-银鱼白 #CDD1D3,356-玛瑙灰 #CFCCC9,390-银鱼白 #CDD1D3 | 400-大理石灰 #C4CBCF,651-浅灰蓝 #C2D1E0 | 575-露碧 #A0D8D8,主色：356-玛瑙灰 #CFCCC9；辅色：390-银鱼白 #CDD1D3 | 400-大理石灰 #C4CBCF；点缀色：651-浅灰蓝 #C2D1E0 | 575-露碧 #A0D8D8,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
357,野菊紫,#525288,240,25,43,蓝色系,冷,354-山梗紫 #61649F | 317-藤萝紫 #8076A3 | 355-螺甸紫 #74759B,565-绀碧 #4B6C8C | 544-烟青 #708090 | 711-湘蓝 #4A76A8 | 734-石青 #2E5D8C,512-橄榄黄绿 #BEC936 | 046-草灰绿 #8E804B | 659-暗金 #9C8B4D,673-复方甘草 #8B6E4F | 631-银褐 #A88A6F | 093-松鼠灰 #4F4032 | 636-荞麦棕 #8B6D47,627-醋 #8A3A3A | 234-貂紫 #5D3131 | 559-柳苍 #3E6A3D | 730-汉绣红 #9E2F2F,481-葱绿 #40A070 | 480-淡绿 #61AC85 | 327-樱草紫 #C06F98 | 708-马尔斯绿 #3A5F4B,046-草灰绿 #8E804B | 673-复方甘草 #8B6E4F | 089-龟背黄 #826B48,690-高级灰 #9C9CA4 | 353-淡蓝紫 #A7A8BD | 352-远山紫 #CCCCD6,364-晶石紫 #1F2040 | 360-野葡萄紫 #302F4B | 404-水牛灰 #2F2F35,392-鱼尾灰 #5E616D | 417-嫩灰 #74787A | 453-夏云灰 #617172,392-鱼尾灰 #5E616D | 453-夏云灰 #617172 | 359-锌灰 #7A7374,357-野菊紫 #525288,565-绀碧 #4B6C8C | 354-山梗紫 #61649F,512-橄榄黄绿 #BEC936 | 659-暗金 #9C8B4D,主色：357-野菊紫 #525288；辅色：565-绀碧 #4B6C8C | 354-山梗紫 #61649F；点缀色：512-橄榄黄绿 #BEC936 | 659-暗金 #9C8B4D,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
